County,State,Dem,Rep
Golden Valley,MT,22.96,73.28
Granite,MT,31.26,64.93
Hill,MT,49.86,46.36
Jefferson,MT,34.84,62.18
Judith Basin,MT,27.74,70.29
Lake,MT,43.63,53.63
Lewis and Clark,MT,46.88,50.43
Liberty,MT,25.75,70.34
Lincoln,MT,28.71,68.13
McCone,MT,22.46,75.03
Madison,MT,28.44,69.06
Meagher,MT,27.67,68.93
Mineral,MT,34.64,60.17
Missoula,MT,57.35,39.58
Musselshell,MT,20.44,76.15
Park,MT,43.15,53.71
Petroleum,MT,16.44,80.54
Phillips,MT,21.14,75.76
Pondera,MT,35.86,61.53
Powder River,MT,16.55,81.11
Powell,MT,31.98,65.03
Prairie,MT,23.76,73.97
Ravalli,MT,32.8,64.41
Richland,MT,21.56,75.52
Roosevelt,MT,56.81,41.23
Rosebud,MT,40.36,56.88
Sanders,MT,29.15,67.45
Sheridan,MT,34.49,62.6
Silver Bow,MT,64.79,32.41
Stillwater,MT,26.54,70.97
Sweet Grass,MT,22.44,75.3
Teton,MT,32.98,64.4
Toole,MT,27.69,68.51
Treasure,MT,25.05,70.11
Valley,MT,35.89,60.56
Wheatland,MT,27.42,69.86
Wibaux,MT,18.01,77.39
Yellowstone,MT,38.37,58.86
Yellowstone Nat Park,MT,0.0,0.0
Adams,NE,32.06,65.64
Antelope,NE,17.67,80.32
Arthur,NE,11.45,86.64
Banner,NE,13.38,84.18
Blaine,NE,9.57,88.45
Boone,NE,21.92,76.19
Box Butte,NE,35.96,60.98
Boyd,NE,17.55,81.51
Brown,NE,14.41,83.73
Buffalo,NE,27.58,69.76
Burt,NE,38.25,60.12
Butler,NE,27.08,70.95
Cass,NE,35.85,62.04
Cedar,NE,22.1,75.63
Chase,NE,13.6,84.84
Cherry,NE,14.23,83.45
Cheyenne,NE,23.32,74.19
Clay,NE,22.63,75.74
Colfax,NE,31.57,66.83
Cuming,NE,25.93,72.33
Custer,NE,19.7,78.14
Dakota,NE,47.62,50.42
Dawes,NE,30.36,66.47
Dawson,NE,27.98,69.47
Deuel,NE,21.14,75.02
Dixon,NE,32.39,64.97
Dodge,NE,37.95,60.17
Douglas,NE,47.54,50.56
Dundy,NE,17.87,80.41
Fillmore,NE,28.03,69.71
Franklin,NE,25.0,72.4
Frontier,NE,20.77,77.16
Furnas,NE,18.88,79.55
Gage,NE,40.4,57.06
Garden,NE,22.18,75.99
Garfield,NE,15.85,81.81
Gosper,NE,23.52,75.05
Grant,NE,8.26,88.71
Greeley,NE,28.69,69.2
Hall,NE,35.4,62.51
Hamilton,NE,23.53,73.91
Harlan,NE,19.91,78.46
Hayes,NE,9.46,88.31
Hitchcock,NE,18.33,78.8
Holt,NE,17.86,79.41
Hooker,NE,14.94,83.54
Howard,NE,31.85,65.85
Jefferson,NE,34.68,62.86
Johnson,NE,38.29,59.38
Kearney,NE,24.31,73.87
Keith,NE,22.87,75.01
Keya Paha,NE,16.53,81.2
Kimball,NE,23.41,73.21
Knox,NE,26.24,71.48
Lancaster,NE,48.69,49.02
Lincoln,NE,28.43,68.53
Logan,NE,15.78,82.6
Loup,NE,17.32,81.01
McPherson,NE,14.09,81.44
Madison,NE,25.1,72.47
Merrick,NE,26.51,71.37
Morrill,NE,20.78,76.76
Nance,NE,29.67,68.23
Nemaha,NE,35.1,62.6
Nuckolls,NE,25.92,71.84
Otoe,NE,36.68,60.99
Pawnee,NE,29.83,67.04
Perkins,NE,17.07,81.42
Phelps,NE,20.09,77.63
Pierce,NE,18.57,78.9
Platte,NE,23.37,74.68
Polk,NE,21.49,76.92
Red Willow,NE,19.29,78.83
Richardson,NE,31.85,65.34
Rock,NE,13.05,85.17
Saline,NE,46.17,51.57
Sarpy,NE,37.31,60.45
Saunders,NE,32.07,65.65
Scotts Bluff,NE,30.29,67.53
Seward,NE,31.51,66.06
Sheridan,NE,15.78,81.76
Sherman,NE,36.08,60.59
Sioux,NE,13.67,84.44
Stanton,NE,23.22,73.71
Thayer,NE,27.38,70.48
Thomas,NE,10.29,88.24
Thurston,NE,56.3,42.39
Valley,NE,22.69,75.49
Washington,NE,30.57,67.33
Wayne,NE,29.17,67.71
Webster,NE,25.37,72.22
Wheeler,NE,20.76,77.01
York,NE,21.61,76.7
Churchill,NV,28.85,68.79
Clark,NV,56.42,41.82
Douglas,NV,35.65,62.42
Elko,NV,21.96,75.15
Esmeralda,NV,21.15,72.87
Eureka,NV,13.24,82.05
Humboldt,NV,30.24,66.33
Lander,NV,24.67,72.98
Lincoln,NV,18.59,78.58
Lyon,NV,34.38,62.99
Mineral,NV,42.41,53.07
Nye,NV,36.07,60.3
Pershing,NV,33.55,61.94
Storey,NV,39.76,57.09
Washoe,NV,50.79,47.09
White Pine,NV,26.54,70.22
Carson City,NV,44.13,53.15
Belknap,NH,46.89,51.85
Carroll,NH,48.87,49.67
Cheshire,NH,61.36,36.64
Coos,NH,57.93,40.4
Grafton,NH,60.85,37.15
Hillsborough,NH,49.74,48.62
Merrimack,NH,55.59,42.88
Rockingham,NH,47.03,51.59
Strafford,NH,56.32,41.78
Sullivan,NH,55.71,42.45
Atlantic,NJ,57.88,41.04
Bergen,NJ,55.12,43.8
Burlington,NJ,58.42,40.4
Camden,NJ,68.02,30.75
Cape May,NJ,45.03,53.61
Cumberland,NJ,61.51,37.31
Essex,NJ,77.95,21.3
Gloucester,NJ,54.59,43.86
Hudson,NJ,77.45,21.43
Hunterdon,NJ,40.34,58.07
Mercer,NJ,67.19,30.48
Middlesex,NJ,63.13,35.55
Monmouth,NJ,46.84,51.81
Morris,NJ,43.98,54.79
Ocean,NJ,40.62,58.16
Passaic,NJ,63.62,35.41
Salem,NJ,49.69,48.39
Somerset,NJ,52.1,46.52
Sussex,NJ,38.28,59.57
Union,NJ,66.52,32.52
Warren,NJ,41.27,56.69
Bernalillo,NM,55.63,39.27
Catron,NM,26.38,70.37
Chaves,NM,32.54,64.5
Cibola,NM,60.18,36.37
Colfax,NM,49.06,46.83
Curry,NM,29.52,67.9
De Baca,NM,31.82,64.97
Dona Ana,NM,55.91,41.13
Eddy,NM,31.88,65.3
Grant,NM,54.95,41.53
Guadalupe,NM,69.7,26.09
Harding,NM,43.26,54.41
Hidalgo,NM,51.42,46.46
Lea,NM,23.98,73.75
Lincoln,NM,31.83,64.5
Los Alamos,NM,48.72,45.02
Luna,NM,47.77,48.93
McKinley,NM,72.24,25.29
Mora,NM,74.88,22.79
Otero,NM,34.12,62.22
Quay,NM,37.31,59.4
Rio Arriba,NM,74.72,22.14
Roosevelt,NM,28.93,67.73
Sandoval,NM,50.36,45.1
San Juan,NM,34.29,62.39
San Miguel,NM,76.9,20.01
Santa Fe,NM,73.47,22.38
Sierra,NM,38.49,57.39
Socorro,NM,56.42,37.84
Taos,NM,78.09,17.8
Torrance,NM,37.93,55.12
Union,NM,26.83,70.27
Valencia,NM,48.73,46.25
Albany,NY,64.49,33.19
Allegany,NY,36.21,61.29
Bronx,NY,91.45,8.08
Broome,NY,51.46,46.15
Cattaraugus,NY,42.49,55.66
Cayuga,NY,54.58,43.18
Chautauqua,NY,45.05,52.92
Chemung,NY,47.98,50.31
Chenango,NY,47.2,50.29
Clinton,NY,61.85,36.26
Columbia,NY,55.69,41.97
Cortland,NY,53.41,44.31
Delaware,NY,44.55,53.32
Dutchess,NY,52.8,45.29
Erie,NY,57.31,40.97
Essex,NY,58.53,39.76
Franklin,NY,62.09,36.02
Fulton,NY,43.47,54.62
Genesee,NY,38.8,59.03
Greene,NY,43.69,54.06
Hamilton,NY,36.24,62.06
Herkimer,NY,45.02,53.04
Jefferson,NY,47.89,50.75
Kings,NY,82.02,16.9
Lewis,NY,44.9,53.71
Livingston,NY,43.72,53.97
Madison,NY,49.37,48.49
Monroe,NY,57.97,39.95
Montgomery,NY,46.7,51.33
Nassau,NY,53.28,45.64
New York,NY,83.74,14.92
Niagara,NY,49.42,48.58
Oneida,NY,46.68,51.36
Onondaga,NY,59.72,38.51
Ontario,NY,48.25,49.78
Orange,NY,52.13,46.48
Orleans,NY,39.35,58.44
Oswego,NY,52.73,44.81
Otsego,NY,50.2,47.48
Putnam,NY,44.0,54.31
Queens,NY,79.08,19.92
Rensselaer,NY,54.96,42.77
Richmond,NY,50.71,48.14
Rockland,NY,52.78,46.07
St Lawrence,NY,57.41,40.7
Saratoga,NY,50.19,47.75
Schenectady,NY,56.74,40.92
Schoharie,NY,41.09,56.54
Schuyler,NY,45.1,52.55
Seneca,NY,53.48,44.39
Steuben,NY,40.97,56.98
Suffolk,NY,51.17,47.48
Sullivan,NY,53.73,44.71
Tioga,NY,41.36,56.13
Tompkins,NY,68.48,27.92
Ulster,NY,59.97,37.37
Warren,NY,50.06,47.73
Washington,NY,49.89,48.0
Wayne,NY,44.3,53.43
Westchester,NY,61.99,36.84
Wyoming,NY,34.66,63.35
Yates,NY,47.53,50.82
Alamance,NC,42.6,56.32
Alexander,NC,26.81,71.25
Alleghany,NC,31.24,66.9
Anson,NC,62.36,37.01
Ashe,NC,32.64,65.36
Avery,NC,24.26,74.31
Beaufort,NC,39.94,59.17
Bertie,NC,66.14,33.46
Bladen,NC,50.52,48.56
Brunswick,NC,38.42,60.57
Buncombe,NC,55.31,42.84
Burke,NC,37.49,60.93
Cabarrus,NC,39.31,59.3
Caldwell,NC,31.38,66.88
Camden,NC,32.06,66.09
Carteret,NC,29.0,69.76
Caswell,NC,48.45,50.67
Catawba,NC,34.58,63.99
Chatham,NC,51.82,47.03
Cherokee,NC,26.25,72.11
Chowan,NC,47.38,51.85
Clay,NC,27.99,70.42
Cleveland,NC,39.37,59.51
Columbus,NC,45.58,53.38
Craven,NC,40.64,58.32
Cumberland,NC,59.38,39.69
Currituck,NC,31.51,66.31
Dare,NC,41.13,57.02
Davidson,NC,29.07,69.62
Davie,NC,27.75,71.05
Duplin,NC,43.87,55.44
Durham,NC,75.8,23.01
Edgecombe,NC,67.89,31.68
Forsyth,NC,53.04,45.83
Franklin,NC,47.33,51.44
Gaston,NC,36.66,62.04
Gates,NC,51.63,47.52
Graham,NC,28.35,69.67
Granville,NC,51.75,47.21
Greene,NC,45.87,53.56
Guilford,NC,57.66,41.28
Halifax,NC,65.86,33.6
Harnett,NC,39.92,58.89
Haywood,NC,42.3,55.88
Henderson,NC,35.58,62.98
Hertford,NC,71.84,27.54
Hoke,NC,58.96,39.9
Hyde,NC,48.8,50.06
Iredell,NC,34.15,64.56
Jackson,NC,48.47,49.42
Johnston,NC,35.58,63.15
Jones,NC,44.97,54.24
Lee,NC,44.56,54.28
Lenoir,NC,49.66,49.78
Lincoln,NC,29.98,68.71
McDowell,NC,33.32,65.06
Macon,NC,33.88,64.26
Madison,NC,44.34,53.44
Martin,NC,52.03,47.38
Mecklenburg,NC,60.65,38.24
Mitchell,NC,23.67,74.77
Montgomery,NC,41.9,57.02
Moore,NC,35.56,63.55
Nash,NC,50.14,49.17
New Hanover,NC,46.96,51.52
Northampton,NC,67.24,32.38
Onslow,NC,35.95,62.69
Orange,NC,70.22,28.06
Pamlico,NC,39.15,59.91
Pasquotank,NC,56.78,42.15
Pender,NC,39.27,59.6
Perquimans,NC,41.48,57.46
Person,NC,44.06,54.94
Pitt,NC,53.06,45.92
Polk,NC,38.63,60.03
Randolph,NC,24.33,74.38
Richmond,NC,51.01,48.06
Robeson,NC,58.18,40.77
Rockingham,NC,38.91,60.04
Rowan,NC,36.35,62.23
Rutherford,NC,32.66,66.04
Sampson,NC,44.19,55.1
Scotland,NC,58.03,41.19
Stanly,NC,29.36,69.31
Stokes,NC,27.84,70.48
Surry,NC,30.92,67.6
Swain,NC,45.71,51.96
Transylvania,NC,40.72,57.47
Tyrrell,NC,46.94,52.16
Union,NC,34.28,64.51
Vance,NC,63.89,35.62
Wake,NC,54.94,43.5
Warren,NC,68.67,30.9
Washington,NC,58.98,40.34
Watauga,NC,46.98,50.09
Wayne,NC,45.4,53.83
Wilkes,NC,27.96,70.39
Wilson,NC,53.38,45.91
Yadkin,NC,23.54,74.81
Yancey,NC,42.12,55.85
Adams,ND,25.51,71.38
Barnes,ND,43.35,53.68
Benson,ND,57.26,40.24
Billings,ND,15.4,81.66
Bottineau,ND,33.28,64.14
Bowman,ND,23.83,73.69
Burke,ND,22.48,75.17
Burleigh,ND,32.55,64.42
Cass,ND,47.0,49.9
Cavalier,ND,39.54,57.76
Dickey,ND,33.65,63.51
Divide,ND,33.13,63.08
Dunn,ND,24.98,74.04
Eddy,ND,42.01,54.8
Emmons,ND,20.33,76.17
Foster,ND,36.09,61.24
Golden Valley,ND,17.46,79.96
Grand Forks,ND,46.73,50.15
Grant,ND,23.64,72.54
Griggs,ND,39.91,57.41
Hettinger,ND,22.98,73.42
Kidder,ND,29.59,65.51
La Moure,ND,33.73,62.76
Logan,ND,21.62,75.49
McHenry,ND,34.77,61.87
McIntosh,ND,30.0,67.65
McKenzie,ND,26.86,71.23
McLean,ND,33.82,63.61
Mercer,ND,26.17,70.75
Morton,ND,32.83,63.76
Mountrail,ND,40.58,56.75
Nelson,ND,45.71,51.55
Oliver,ND,27.74,68.41
Pembina,ND,38.49,58.34
Pierce,ND,30.3,67.26
Ramsey,ND,43.29,53.31
Ransom,ND,55.38,41.61
Renville,ND,31.14,66.59
Richland,ND,42.01,55.55
Rolette,ND,73.66,23.99
Sargent,ND,53.56,43.8
Sheridan,ND,19.83,78.1
Sioux,ND,78.67,19.67
Slope,ND,18.99,78.03
Stark,ND,24.17,73.25
Steele,ND,49.71,47.79
Stutsman,ND,37.51,59.48
Towner,ND,43.65,52.71
Traill,ND,46.19,50.91
Walsh,ND,41.43,55.44
Ward,ND,33.15,63.74
Wells,ND,28.29,69.53
Williams,ND,23.67,73.25
Adams,OH,35.76,61.75
Allen,OH,37.06,61.03
Ashland,OH,34.02,63.76
Ashtabula,OH,55.1,42.36
Athens,OH,66.02,30.81
Auglaize,OH,24.87,73.22
Belmont,OH,44.67,52.88
Brown,OH,36.65,61.45
Butler,OH,36.58,61.68
Carroll,OH,41.73,55.07
Champaign,OH,38.14,59.81
Clark,OH,48.67,49.49
Clermont,OH,31.55,66.52
Clinton,OH,31.85,66.05
Columbiana,OH,42.9,54.66
Coshocton,OH,43.97,53.16
Crawford,OH,37.82,59.72
Cuyahoga,OH,69.32,29.55
Darke,OH,26.84,71.21
Defiance,OH,42.16,55.49
Delaware,OH,37.71,60.86
Erie,OH,55.17,42.92
Fairfield,OH,41.39,56.82
Fayette,OH,38.49,59.97
Franklin,OH,60.53,37.75
Fulton,OH,42.58,55.08
Gallia,OH,36.1,61.4
Geauga,OH,38.46,59.85
Greene,OH,38.57,59.57
Guernsey,OH,44.22,53.37
Hamilton,OH,52.5,46.15
Hancock,OH,35.11,62.72
Hardin,OH,37.04,60.06
Harrison,OH,41.24,56.19
Henry,OH,39.69,57.92
Highland,OH,33.86,63.83
Hocking,OH,48.22,49.22
Holmes,OH,22.55,75.23
Huron,OH,44.54,52.85
Jackson,OH,38.54,58.97
Jefferson,OH,46.37,51.34
Knox,OH,36.78,60.66
Lake,OH,48.61,49.5
Lawrence,OH,41.43,56.5
Licking,OH,41.94,55.8
Logan,OH,33.31,64.31
Lorain,OH,56.87,41.47
Lucas,OH,64.86,33.21
Madison,OH,38.99,58.91
Mahoning,OH,63.38,35.07
Marion,OH,45.61,52.03
Medina,OH,42.65,55.45
Meigs,OH,39.41,57.69
Mercer,OH,21.89,76.4
Miami,OH,31.5,66.53
Monroe,OH,44.75,52.31
Montgomery,OH,51.42,46.81
Morgan,OH,45.86,51.81
Morrow,OH,36.59,60.83
Muskingum,OH,45.73,51.81
Noble,OH,36.17,60.48
Ottawa,OH,51.11,46.83
Paulding,OH,38.67,58.51
Perry,OH,46.82,50.78
Pickaway,OH,40.09,58.11
Pike,OH,49.02,49.03
Portage,OH,51.65,46.14
Preble,OH,30.71,66.92
Putnam,OH,23.47,74.57
Richland,OH,39.25,58.59
Ross,OH,48.31,49.76
Sandusky,OH,49.98,47.28
Scioto,OH,48.23,49.56
Seneca,OH,44.8,52.26
Shelby,OH,26.54,71.71
Stark,OH,49.21,48.74
Summit,OH,57.03,41.36
Trumbull,OH,60.48,37.54
Tuscarawas,OH,44.15,53.35
Union,OH,34.36,63.57
Van Wert,OH,28.99,68.97
Vinton,OH,44.37,52.02
Warren,OH,29.6,68.85
Washington,OH,39.36,58.39
Wayne,OH,38.71,59.12
Williams,OH,41.04,56.74
Wood,OH,51.21,46.37
Wyandot,OH,39.02,58.29
Adair,OK,32.68,67.32
Alfalfa,OK,15.46,84.54
Atoka,OK,26.0,74.0
Beaver,OK,10.58,89.42
Beckham,OK,20.46,79.54
Blaine,OK,26.0,74.0
Bryan,OK,27.88,72.12
Caddo,OK,35.75,64.25
Canadian,OK,22.83,77.17
Carter,OK,28.66,71.34
Cherokee,OK,42.95,57.05
Choctaw,OK,29.49,70.51
Cimarron,OK,9.61,90.39
Cleveland,OK,37.03,62.97
Coal,OK,27.51,72.49
Comanche,OK,41.48,58.52
Cotton,OK,26.78,73.22
Craig,OK,32.92,67.08
Creek,OK,27.3,72.7
Custer,OK,24.06,75.94
Delaware,OK,29.39,70.61
Dewey,OK,14.38,85.62
Ellis,OK,12.55,87.45
Garfield,OK,23.77,76.23
Garvin,OK,26.98,73.02
Grady,OK,24.39,75.61
Grant,OK,19.0,81.0
Greer,OK,26.64,73.36
Harmon,OK,28.6,71.4
Harper,OK,12.06,87.94
Haskell,OK,27.69,72.31
Hughes,OK,32.56,67.44
Jackson,OK,24.67,75.33
Jefferson,OK,27.02,72.98
Johnston,OK,30.03,69.97
Kay,OK,28.69,71.31
Kingfisher,OK,15.57,84.43
Kiowa,OK,32.32,67.68
Latimer,OK,30.81,69.19
Le Flore,OK,29.43,70.57
Lincoln,OK,25.52,74.48
Logan,OK,27.73,72.27
Love,OK,29.8,70.2
McClain,OK,22.33,77.67
McCurtain,OK,24.22,75.78
McIntosh,OK,38.13,61.87
Major,OK,14.18,85.82
Marshall,OK,27.16,72.84
Mayes,OK,33.35,66.65
Murray,OK,29.93,70.07
Muskogee,OK,42.61,57.39
Noble,OK,24.68,75.32
Nowata,OK,30.52,69.48
Okfuskee,OK,34.98,65.02
Oklahoma,OK,41.67,58.33
Okmulgee,OK,41.27,58.73
Osage,OK,37.36,62.64
Ottawa,OK,35.18,64.82
Pawnee,OK,29.99,70.01
Payne,OK,35.82,64.18
Pittsburg,OK,30.83,69.17
Pontotoc,OK,30.62,69.38
Pottawatomie,OK,30.67,69.33
Pushmataha,OK,25.25,74.75
Roger Mills,OK,16.25,83.75
Rogers,OK,24.93,75.07
Seminole,OK,34.87,65.13
Sequoyah,OK,30.45,69.55
Stephens,OK,23.38,76.62
Texas,OK,14.88,85.12
Tillman,OK,33.3,66.7
Tulsa,OK,36.32,63.68
Wagoner,OK,27.15,72.85
Washington,OK,26.09,73.91
Washita,OK,19.05,80.95
Woods,OK,19.75,80.25
Woodward,OK,16.01,83.99
Baker,OR,28.04,67.5
Benton,OR,62.0,33.46
Clackamas,OR,50.44,46.79
Clatsop,OR,55.34,40.68
Columbia,OR,50.28,45.12
Coos,OR,44.78,51.15
Crook,OR,30.34,66.37
Curry,OR,39.6,56.5
Deschutes,OR,45.13,51.85
Douglas,OR,34.43,61.8
Gilliam,OR,34.97,60.23
Grant,OR,21.81,74.81
Harney,OR,23.22,72.76
Hood River,OR,61.58,34.85
Jackson,OR,45.78,50.47
Jefferson,OR,40.38,56.78
Josephine,OR,37.16,58.83
Klamath,OR,29.49,67.13
Lake,OR,20.75,75.69
Lane,OR,59.73,36.37
Lincoln,OR,58.31,37.79
Linn,OR,39.63,56.28
Malheur,OR,27.71,68.81
Marion,OR,46.83,50.0
Morrow,OR,30.96,65.22
Multnomah,OR,75.37,20.65
Polk,OR,46.21,50.54
Sherman,OR,31.09,66.08
Tillamook,OR,50.27,45.4
Umatilla,OR,34.38,62.07
Union,OR,32.92,63.26
Wallowa,OR,29.8,66.68
Wasco,OR,47.93,48.09
Washington,OR,57.08,39.65
Wheeler,OR,31.0,63.52
Yamhill,OR,44.89,51.38
Adams,PA,35.4,62.8
Allegheny,PA,56.54,42.01
Armstrong,PA,30.43,67.77
Beaver,PA,45.86,52.41
Bedford,PA,22.01,76.79
Berks,PA,48.64,49.63
Blair,PA,32.32,66.16
Bradford,PA,36.64,61.21
Bucks,PA,49.97,48.74
Butler,PA,31.83,66.62
Cambria,PA,40.06,58.1
Cameron,PA,34.07,63.95
Carbon,PA,45.07,52.56
Centre,PA,48.9,48.65
Chester,PA,49.22,49.43
Clarion,PA,31.08,66.55
Clearfield,PA,34.62,63.34
Clinton,PA,43.08,54.86
Columbia,PA,42.48,55.3
Crawford,PA,39.02,58.75
Cumberland,PA,39.9,58.29
Dauphin,PA,52.26,46.22
Delaware,PA,60.16,38.82
Elk,PA,41.14,57.08
Erie,PA,57.12,41.16
Fayette,PA,45.16,53.48
Forest,PA,38.55,59.51
Franklin,PA,30.0,68.32
Fulton,PA,21.06,77.38
Greene,PA,40.23,57.94
Huntingdon,PA,30.57,67.71
Indiana,PA,39.71,58.33
Jefferson,PA,26.33,71.78
Juniata,PA,26.55,71.52
Lackawanna,PA,62.87,35.67
Lancaster,PA,39.62,58.5
Lawrence,PA,44.69,53.71
Lebanon,PA,35.05,63.18
Lehigh,PA,53.17,45.42
Luzerne,PA,51.51,46.72
Lycoming,PA,32.58,65.69
McKean,PA,34.95,62.99
Mercer,PA,47.48,50.79
Mifflin,PA,26.03,72.73
Monroe,PA,55.89,42.63
Montgomery,PA,56.52,42.24
Montour,PA,38.85,59.19
Northampton,PA,51.59,46.89
Northumberland,PA,39.19,58.51
Perry,PA,29.59,68.28
Philadelphia,PA,85.24,13.97
Pike,PA,43.86,54.93
Potter,PA,26.06,71.86
Schuylkill,PA,42.29,55.61
Snyder,PA,31.11,66.85
Somerset,PA,27.69,70.38
Sullivan,PA,35.06,63.34
Susquehanna,PA,38.28,59.62
Tioga,PA,31.34,66.35
Union,PA,37.39,60.57
Venango,PA,35.7,62.07
Warren,PA,40.44,57.86
Washington,PA,42.48,56.04
Wayne,PA,38.74,59.5
Westmoreland,PA,37.58,61.29
Wyoming,PA,42.45,55.26
York,PA,38.52,59.63
Bristol,RI,60.68,37.41
Kent,RI,57.73,40.0
Newport,RI,59.47,38.53
Providence,RI,66.53,31.61
Washington,RI,57.07,40.34
Abbeville,SC,42.57,56.05
Aiken,SC,35.99,62.59
Allendale,SC,79.2,20.13
Anderson,SC,31.03,67.45
Bamberg,SC,67.19,31.88
Barnwell,SC,52.28,46.95
Beaufort,SC,40.72,58.24
Berkeley,SC,41.85,56.42
Calhoun,SC,51.63,47.32
Charleston,SC,50.39,48.01
Cherokee,SC,34.81,64.09
Chester,SC,54.77,44.19
Chesterfield,SC,47.96,51.16
Clarendon,SC,55.8,43.4
Colleton,SC,49.6,49.41
Darlington,SC,51.27,47.87
Dillon,SC,57.71,41.63
Dorchester,SC,41.24,57.22
Edgefield,SC,42.87,56.21
Fairfield,SC,65.38,33.62
Florence,SC,49.23,49.83
Georgetown,SC,45.74,53.37
Greenville,SC,35.23,62.99
Greenwood,SC,41.76,57.02
Hampton,SC,63.37,35.98
Horry,SC,34.6,64.17
Jasper,SC,57.45,41.6
Kershaw,SC,40.29,58.41
Lancaster,SC,40.49,58.33
Laurens,SC,40.6,58.02
Lee,SC,67.1,31.8
Lexington,SC,30.32,68.07
McCormick,SC,51.41,47.81
Marion,SC,64.65,34.46
Marlboro,SC,61.91,37.31
Newberry,SC,42.28,56.63
Oconee,SC,27.88,70.47
Orangeburg,SC,71.37,27.93
Pickens,SC,24.49,73.49
Richland,SC,65.34,33.37
Saluda,SC,38.86,59.96
Spartanburg,SC,37.72,60.93
Sumter,SC,58.32,40.74
Union,SC,46.22,52.5
Williamsburg,SC,69.52,29.59
York,SC,39.05,59.42
Aurora,SD,39.71,57.43
Beadle,SD,39.67,58.24
Bennett,SD,45.55,52.04
Bon Homme,SD,37.96,59.53
Brookings,SD,46.99,50.16
Brown,SD,45.12,51.79
Brule,SD,34.64,63.01
Buffalo,SD,73.63,25.9
Butte,SD,23.81,73.03
Campbell,SD,19.44,78.27
Charles Mix,SD,39.4,59.25
Clark,SD,39.15,58.59
Clay,SD,56.46,41.02
Codington,SD,39.81,58.1
Corson,SD,54.0,42.92
Custer,SD,29.54,67.74
Davison,SD,38.16,59.68
Day,SD,52.11,45.95
Deuel,SD,43.34,54.12
Dewey,SD,63.69,34.99
Douglas,SD,19.64,78.93
Edmunds,SD,32.13,65.29
Fall River,SD,32.42,64.22
Faulk,SD,29.37,67.88
Grant,SD,41.4,56.41
Gregory,SD,27.85,70.06
Haakon,SD,12.64,86.08
Hamlin,SD,32.98,64.55
Hand,SD,31.11,67.21
Hanson,SD,31.46,67.34
Harding,SD,11.1,86.33
Hughes,SD,34.16,64.0
Hutchinson,SD,26.95,71.56
Hyde,SD,25.78,72.44
Jackson,SD,38.52,59.76
Jerauld,SD,44.93,53.48
Jones,SD,17.73,80.46
Kingsbury,SD,41.87,55.64
Lake,SD,43.34,54.4
Lawrence,SD,34.98,61.85
Lincoln,SD,36.36,62.0
Lyman,SD,38.56,59.46
McCook,SD,34.63,63.34
McPherson,SD,22.39,75.8
Marshall,SD,53.4,44.74
Meade,SD,27.07,69.95
Mellette,SD,48.76,49.54
Miner,SD,42.02,55.79
Minnehaha,SD,45.28,52.68
Moody,SD,47.12,50.61
Pennington,SD,34.02,63.49
Perkins,SD,20.06,75.79
Potter,SD,24.55,74.51
Roberts,SD,54.09,44.24
Sanborn,SD,34.89,61.7
Shannon,SD,93.39,5.98
Spink,SD,42.75,54.92
Stanley,SD,28.25,69.03
Sully,SD,22.74,74.94
Todd,SD,79.13,19.94
Tripp,SD,27.39,70.79
